Attitude,,,,Error,,,DError,,,Torque,,
0.5758969,0.5229275,0.5379938,0.3247342,6.18634,1.659485,-0.5780334,-4.055176,8.37384,-1.323669,-5.911078,7.875995,-1.150259
0.5726194,0.5176697,0.5427513,0.3309776,6.52182,0.5458908,-0.4284515,-2.683838,8.908752,-1.196655,-4.640384,8.744986,-1.06812
0.5683435,0.5130211,0.548306,0.336386,6.677032,-0.6061783,-0.293602,-1.241699,9.216553,-1.078796,-3.244809,9.398406,-0.9907158
0.5631846,0.5091076,0.5545042,0.3408191,6.648071,-1.76741,-0.1720581,0.2316895,9.289856,-0.9723511,-1.762732,9.820079,-0.9207336
0.5572782,0.5060377,0.5611728,0.3441685,6.436096,-2.908379,-0.0626297,1.695801,9.127747,-0.8754272,-0.2350281,10.00026,-0.8566383
0.5507761,0.5038984,0.5681258,0.34636,6.04715,-4.000336,0.0351944,3.111572,8.735657,-0.7825928,1.297427,9.935758,-0.7931511
0.5438426,0.5027522,0.5751702,0.347354,5.491943,-5.016022,0.1208878,4.44165,8.125488,-0.6855469,2.794067,9.630295,-0.7218132
0.5366498,0.5026348,0.5821132,0.347145,4.78537,-5.930298,0.1928101,5.652588,7.314209,-0.5753784,4.216977,9.093298,-0.6332214
0.5293736,0.5035532,0.5887685,0.3457592,3.946045,-6.720764,0.2481308,6.7146,6.32373,-0.4425659,5.530786,8.33996,-0.5170051
0.5221896,0.5054861,0.5949625,0.3432515,2.995575,-7.368134,0.2830429,7.60376,5.178955,-0.2792969,6.705087,7.389395,-0.3642097
0.5152689,0.5083845,0.6005387,0.3397008,1.957794,-7.856522,0.2931061,8.302246,3.907104,-0.08050537,7.714908,6.264061,-0.1684372
0.5087751,0.5121745,0.6053614,0.3352056,0.8582764,-8.1735,0.273613,8.796143,2.535828,0.1559448,8.53866,4.987878,0.07386093
0.5028626,0.5167602,0.6093172,0.3298798,-0.2763367,-8.31012,0.2200546,9.076904,1.092957,0.4284668,9.159805,3.585993,0.3624504
0.4976748,0.522026,0.6123155,0.3238493,-1.418762,-8.260857,0.1286774,9.139404,-0.394104,0.7310181,9.565033,2.084153,0.6924149
0.4933436,0.52784,0.6142877,0.3172502,-2.541229,-8.023712,-0.003128052,8.979736,-1.897156,1.054443,9.742105,0.509958,1.055382
0.4899883,0.5340548,0.6151873,0.3102283,-3.615692,-7.600502,-0.1761398,8.595703,-3.385681,1.384094,9.68041,-1.105531,1.436936
0.4877131,0.5405098,0.6149899,0.3029401,-4.614136,-6.997444,-0.3888855,7.987549,-4.824463,1.701965,9.37179,-2.72523,1.818631
0.4866029,0.5470318,0.6136952,0.295554,-5.50885,-6.225937,-0.6371078,7.157715,-6.172058,1.985779,8.810369,-4.304277,2.176911
0.4867168,0.5534384,0.6113302,0.2882501,-6.273468,-5.303467,-0.9133835,6.116943,-7.379761,2.210205,7.998984,-5.788721,2.48422
0.4880792,0.5595439,0.6079523,0.2812176,-6.884155,-4.254128,-1.207184,4.885498,-8.394714,2.350403,6.950745,-7.118476,2.712558
0.4906722,0.5651674,0.6036514,0.2746483,-7.321503,-3.108429,-1.505348,3.498779,-9.165588,2.385315,5.69523,-8.23306,2.836919
0.4944302,0.5701442,0.5985487,0.2687264,-7.572235,-1.901985,-1.793198,2.005859,-9.65155,2.302795,4.27753,-9.080955,2.840755
0.4992417,0.5743375,0.5927902,0.2636169,-7.63028,-0.6730728,-2.056068,0.4643555,-9.831299,2.102966,2.753439,-9.629377,2.719787
0.5049567,0.5776452,0.5865383,0.2594565,-7.497131,0.5402603,-2.28096,-1.065186,-9.706665,1.799133,1.183954,-9.868743,2.483421
0.5113991,0.5800026,0.5799602,0.2563477,-7.180756,1.70285,-2.457779,-2.531006,-9.30072,1.414551,-0.3767791,-9.811575,2.151885
0.51838,0.5813789,0.5732206,0.2543599,-6.694183,2.784027,-2.580048,-3.892578,-8.649414,0.9781494,-1.884323,-9.484622,1.752164
0.5257068,0.5817713,0.5664768,0.2535324,-6.053833,3.758263,-2.644875,-5.122803,-7.793884,0.5186157,-3.306653,-8.921363,1.312078
0.5331904,0.5811975,0.5598778,0.2538789,-5.27829,4.604858,-2.652672,-6.204346,-6.772766,0.06237793,-4.620859,-8.154223,0.8581795
0.5406468,0.5796911,0.5535655,0.2553912,-4.387482,5.307205,-2.606575,-7.126465,-5.618774,-0.3687744,-5.81022,-7.210936,0.4131981
0.5478979,0.577298,0.547677,0.2580402,-3.402435,5.85215,-2.511894,-7.880371,-4.359558,-0.7574463,-6.859641,-6.115203,-0.003877997
0.5547716,0.5740761,0.5423458,0.2617751,-2.34552,6.229431,-2.375542,-8.455322,-3.01825,-1.09082,-7.751666,-4.887079,-0.3781578
0.5611017,0.5700955,0.5377016,0.2665202,-1.240448,6.431625,-2.205612,-8.840576,-1.617554,-1.359436,-8.468442,-3.547041,-0.6977524
0.566731,0.5654415,0.5338672,0.2721725,-0.1126099,6.454315,-2.010902,-9.022705,-0.1815186,-1.557678,-8.988922,-2.117813,-0.9544075
0.5715152,0.5602146,0.5309541,0.2785994,1.0112,6.296547,-1.800377,-8.990479,1.262146,-1.684204,-9.293839,-0.6268182,-1.144091
0.5753289,0.5545322,0.5290566,0.2856395,2.103149,5.961304,-1.58271,-8.735596,2.681946,-1.741333,-9.366541,0.8935546,-1.26652
0.5780712,0.5485259,0.5282444,0.2931057,3.135284,5.45591,-1.365654,-8.25708,4.043152,-1.73645,-9.197665,2.406379,-1.326754
0.5796708,0.5423397,0.5285584,0.3007916,4.080444,4.792168,-1.155609,-7.561279,5.309937,-1.680359,-8.785413,3.872286,-1.333676
0.5800889,0.5361257,0.5300059,0.3084802,4.91333,3.986168,-0.9573364,-6.663086,6.447998,-1.586182,-8.137085,5.252148,-1.298981
0.5793204,0.5300394,0.5325596,0.3159531,5.611542,3.057938,-0.7737808,-5.585693,7.425842,-1.468445,-7.269156,6.508461,-1.236311
0.5773928,0.5242358,0.5361582,0.3229996,6.156311,2.030807,-0.6062393,-4.358154,8.217041,-1.340332,-6.205048,7.607799,-1.15846
0.5743642,0.5188646,0.540708,0.3294242,6.533112,0.9307251,-0.4545822,-3.014404,8.800659,-1.213257,-4.974338,8.521441,-1.076882
0.5703194,0.5140668,0.5460863,0.3350539,6.732086,-0.2144852,-0.3178253,-1.591797,9.161682,-1.094055,-3.611423,9.226027,-0.9987076
0.5653675,0.5099705,0.5521456,0.3397424,6.748199,-1.375931,-0.1945114,-0.1289063,9.291565,-0.9865112,-2.153366,9.704344,-0.9281578
0.5596381,0.5066878,0.5587187,0.3433745,6.58139,-2.524422,-0.08333588,1.334473,9.187927,-0.8894043,-0.6399446,9.945253,-0.8644035
0.5532776,0.5043107,0.5656235,0.345868,6.23645,-3.63121,0.0164032,2.759521,8.854309,-0.7979126,0.8885864,9.943672,-0.8028336
0.5464458,0.5029078,0.5726697,0.3471747,5.722778,-4.668846,0.1045227,4.109375,8.301086,-0.7049561,2.392541,9.70174,-0.7363129
0.5393112,0.5025218,0.5796652,0.3472804,5.054138,-5.611755,0.1796494,5.349121,7.543274,-0.6010132,3.83288,9.226801,-0.654908
0.5320476,0.5031677,0.5864224,0.3462029,4.248047,-6.43692,0.2392578,6.44873,6.601318,-0.4768677,5.174316,8.532394,-0.548645
0.5248293,0.5048323,0.5927647,0.3439891,3.325104,-7.124306,0.2797699,7.383545,5.499084,-0.3240967,6.386014,7.636376,-0.4080276
0.517828,0.5074747,0.5985312,0.3407111,2.308533,-7.657127,0.2968826,8.132568,4.262573,-0.1369019,7.440009,6.559711,-0.2259666
0.5112087,0.5110282,0.6035806,0.3364615,1.223297,-8.022011,0.2859421,8.681885,2.919067,0.08752441,8.314896,5.325671,0.001741789
0.5051277,0.5154038,0.6077931,0.3313496,0.09561157,-8.209,0.2422943,9.021484,1.495911,0.3491821,8.992801,3.958611,0.2764938
0.4997315,0.5204918,0.6110713,0.3254976,-1.047424,-8.211563,0.1618958,9.144287,0.02050781,0.6431885,9.458514,2.483977,0.5946198
0.4951551,0.526165,0.6133403,0.3190384,-2.178223,-8.026619,0.04178619,9.046387,-1.479553,0.9608765,9.699854,0.9284325,0.9483406
0.4915217,0.532281,0.6145468,0.3121147,-3.26886,-7.6548,-0.1194382,8.725098,-2.974548,1.289795,9.705755,-0.6781082,1.325626
0.4889405,0.5386828,0.6146595,0.3048801,-4.291199,-7.100967,-0.3209839,8.178711,-4.430664,1.612366,9.46607,-2.300374,1.708661
0.4875026,0.5452005,0.6136707,0.2974995,-5.217346,-6.374908,-0.559433,7.40918,-5.808472,1.907593,8.974383,-3.895999,2.075423
0.4872756,0.551654,0.6115988,0.2901505,-6.020386,-5.492302,-0.82827,6.424316,-7.060852,2.150696,8.230433,-5.413161,2.399177
0.4882947,0.5578572,0.6084923,0.283021,-6.675507,-4.475418,-1.117836,5.240967,-8.135071,2.316528,7.243619,-6.792445,2.651879
0.4905547,0.5636263,0.6044319,0.2763036,-7.161804,-3.353104,-1.415558,3.890381,-8.978516,2.381775,6.038922,-7.972585,2.806442
0.4940031,0.5687906,0.5995309,0.2701866,-7.464081,-2.159851,-1.707069,2.418213,-9.546021,2.332092,4.657437,-8.898066,2.844213
0.4985406,0.5732042,0.59393,0.2648424,-7.574219,-0.9335861,-1.977478,0.8811035,-9.81012,2.163269,3.153369,-9.530044,2.756512
0.5040259,0.5767545,0.5877886,0.2604166,-7.491608,0.2871704,-2.213203,-0.6608887,-9.766052,1.885803,1.586594,-9.852203,2.549764
0.5102885,0.5793663,0.5812745,0.2570219,-7.222626,1.466103,-2.403229,-2.151855,-9.431458,1.520203,0.01493239,-9.871288,2.241171
0.5171407,0.5810003,0.5745548,0.2547368,-6.779144,2.571106,-2.540062,-3.547852,-8.840027,1.094666,-1.514108,-9.611359,1.856684
0.5243896,0.5816468,0.56779,0.2536082,-6.176941,3.575157,-2.619904,-4.817627,-8.03241,0.6387329,-2.964545,-9.104957,1.424704
0.5318436,0.5813189,0.5611323,0.2536561,-5.434174,4.45623,-2.642319,-5.942139,-7.048584,0.1793213,-4.311887,-8.385453,0.9720169
0.5393168,0.5800466,0.5547259,0.2548775,-4.570618,5.196671,-2.609825,-6.908447,-5.923523,-0.2599487,-5.537262,-7.482524,0.5229989
0.5466288,0.5778732,0.5487102,0.2572483,-3.607117,5.78241,-2.527206,-7.708008,-4.685913,-0.6609497,-6.625873,-6.420636,0.09721226
0.5536053,0.574854,0.5432199,0.2607225,-2.565857,6.202499,-2.401085,-8.330078,-3.360718,-1.008972,-7.560321,-5.221467,-0.2886467
0.560078,0.5710567,0.5383863,0.2652303,-1.470306,6.448792,-2.239319,-8.764404,-1.970337,-1.294128,-8.323313,-3.904974,-0.6223328
0.565887,0.5665631,0.5343345,0.2706749,-0.34552,6.516151,-2.050606,-8.998291,-0.5388794,-1.509705,-8.894635,-2.493725,-0.8945228
0.5708847,0.5614702,0.5311794,0.2769303,0.7819214,6.402786,-1.843918,-9.019531,0.9069214,-1.653503,-9.254107,-1.013915,-1.100328
0.5749407,0.5558917,0.5290196,0.2838414,1.884399,6.110748,-1.628059,-8.819824,2.336304,-1.726868,-9.385144,0.5030792,-1.23845
0.577948,0.5499561,0.5279315,0.2912265,2.933838,5.646339,-1.411049,-8.395508,3.715271,-1.736084,-9.27566,2.021369,-1.312769
0.5798282,0.5438047,0.5279627,0.2988831,3.902832,5.020332,-1.199661,-7.751953,5.008057,-1.691101,-8.922803,3.501957,-1.331203
0.5805351,0.5375877,0.5291289,0.306596,4.765625,4.247841,-0.999054,-6.902344,6.179932,-1.604858,-8.332031,4.90558,-1.305142
0.5800558,0.5314599,0.531411,0.3141465,5.499084,3.347969,-0.8125916,-5.867676,7.198975,-1.491699,-7.517401,6.194584,-1.247922
0.5784104,0.5255761,0.5347556,0.3213219,6.083588,2.343285,-0.641922,-4.676025,8.037476,-1.365356,-6.501101,7.33449,-1.17278
0.5756495,0.5200869,0.5390769,0.3279229,6.503571,1.259094,-0.4872284,-3.359863,8.673523,-1.237549,-5.310935,8.295794,-1.09138
0.5718516,0.5151354,0.5442594,0.3337709,6.748077,0.1227417,-0.3476715,-1.956055,9.09082,-1.116455,-3.980478,9.053998,-1.012154
0.5671197,0.5108527,0.5501618,0.3387134,6.810883,-1.037193,-0.2218475,-0.5024414,9.27948,-1.006592,-2.545706,9.590638,-0.9400375
0.5615782,0.5073544,0.5566219,0.3426274,6.690674,-2.191612,-0.1083298,0.9616699,9.235352,-0.9081421,-1.045532,9.892836,-0.8756431
0.5553685,0.5047377,0.5634615,0.3454226,6.391052,-3.311737,-0.006217957,2.396973,8.960999,-0.8168945,0.4796569,9.954519,-0.8150291
0.5486467,0.5030773,0.5704925,0.3470423,5.920166,-4.369804,0.08454895,3.76709,8.464539,-0.7261353,1.99104,9.77548,-0.7515
0.5415785,0.5024228,0.5775234,0.3474635,5.29071,-5.339821,0.1629181,5.035645,7.760132,-0.6269531,3.448431,9.362078,-0.6758286
0.5343358,0.5027965,0.5843654,0.346696,4.519073,-6.198135,0.2266846,6.173096,6.866516,-0.5101318,4.817374,8.725957,-0.5781372
0.5270925,0.5041928,0.590839,0.3447787,3.625122,-6.92395,0.2725449,7.151611,5.806519,-0.3668823,6.064075,7.883704,-0.4486458
0.5200204,0.5065784,0.5967792,0.3417773,2.631256,-7.499649,0.2963638,7.950928,4.605591,-0.1905518,7.161551,6.855486,-0.2794609
0.5132861,0.5098938,0.6020392,0.3377789,1.561981,-7.91095,0.2935104,8.554199,3.290405,0.02282715,8.085605,5.663691,-0.06522599
0.5070479,0.5140561,0.6064934,0.3328881,0.4431763,-8.146988,0.2593002,8.950439,1.888306,0.2736816,8.817487,4.332402,0.1958916
0.5014547,0.5189614,0.6100385,0.3272236,-0.6984253,-8.200264,0.1894531,9.132813,0.4262085,0.5587769,9.34234,2.886288,0.5019409
0.4966447,0.5244874,0.6125934,0.320915,-1.835358,-8.066727,0.08068085,9.095459,-1.068298,0.8701782,9.646067,1.35172,0.845974
0.4927443,0.5304962,0.6140984,0.3141021,-2.939789,-7.745926,-0.06892395,8.835449,-2.566406,1.196838,9.717386,-0.2426283,1.217516
0.4898667,0.5368348,0.614516,0.3069351,-3.983673,-7.241425,-0.2592468,8.351074,-4.036011,1.522583,9.546176,-1.863583,1.600357
0.4881087,0.5433372,0.6138315,0.2995757,-4.939026,-6.561546,-0.4876556,7.642822,-5.439026,1.827271,9.12453,-3.470562,1.973567
0.4875454,0.5498254,0.6120554,0.2921981,-5.778473,-5.720238,-0.7485275,6.715576,-6.730469,2.086975,8.449118,-5.014398,2.311533
0.4882218,0.5561146,0.6092275,0.2849876,-6.476501,-4.737869,-1.033051,5.584229,-7.858948,2.276184,7.527179,-6.437587,2.586099
0.4901447,0.5620192,0.6054193,0.2781367,-7.010925,-3.641518,-1.329422,4.275391,-8.770813,2.370972,6.378668,-7.678358,2.769798
0.4932753,0.5673637,0.6007354,0.2718363,-7.364716,-2.464287,-1.623642,2.830322,-9.417847,2.35376,5.039737,-8.67856,2.840852
0.4975266,0.571994,0.5953094,0.2662645,-7.52774,-1.243454,-1.900826,1.304199,-9.766663,2.217468,3.562521,-9.393626,2.787716
0.5027682,0.5757875,0.5892972,0.2615755,-7.497314,-0.01770782,-2.146828,-0.2434082,-9.805969,1.968018,2.005786,-9.800657,2.612066
0.5088358,0.5786588,0.5828654,0.2578917,-7.277954,1.175751,-2.349861,-1.754883,-9.547668,1.624268,0.4285035,-9.900393,2.329226
0.5155451,0.5805588,0.5761824,0.2553011,-6.880249,2.303474,-2.501396,-3.181641,-9.02179,1.21228,-1.117566,-9.712831,1.962699
0.5227034,0.5814703,0.5694113,0.2538589,-6.319061,3.336975,-2.596626,-4.489502,-8.268005,0.7618408,-2.593783,-9.269098,1.540829
0.5301179,0.5814008,0.5627071,0.253592,-5.612061,4.252846,-2.63427,-5.656006,-7.326965,0.3011475,-3.972388,-8.602819,1.091428
0.5376006,0.5803765,0.5562164,0.2545033,-4.778687,5.032295,-2.616096,-6.666992,-6.235596,-0.1453857,-5.233386,-7.745284,0.6394432
0.5449694,0.5784375,0.5500802,0.2565743,-3.839569,5.660316,-2.546356,-7.512939,-5.02417,-0.5579224,-6.361069,-6.722265,0.2059845
0.5520477,0.575636,0.5444347,0.2597645,-2.816559,6.125137,-2.431229,-8.184082,-3.718567,-0.9210205,-7.339114,-5.556108,-0.1916519
0.5586653,0.5720365,0.5394126,0.2640105,-1.732849,6.417847,-2.278305,-8.669678,-2.341675,-1.223389,-8.149823,-4.267029,-0.5398971
0.5646597,0.5677172,0.5351411,0.2692224,-0.6131592,6.532509,-2.096107,-8.95752,-0.9172974,-1.457581,-8.773572,-2.87705,-0.8287483
0.5698794,0.5627715,0.5317384,0.2752817,0.5162964,6.466431,-1.893616,-9.035645,0.5286255,-1.619934,-9.190534,-1.411304,-1.051849
0.5741891,0.5573089,0.5293081,0.2820403,1.627991,6.220642,-1.679741,-8.893555,1.966309,-1.710999,-9.381952,0.1001159,-1.207076
0.5774753,0.5514543,0.5279328,0.2893227,2.69397,5.800362,-1.462746,-8.527832,3.362244,-1.735962,-9.336023,1.622135,-1.297138
0.579652,0.5453463,0.5276678,0.2969308,3.686523,5.215218,-1.249786,-7.94043,4.681152,-1.703674,-9.046387,3.116587,-1.328738
0.5806645,0.539133,0.5285373,0.3046517,4.579315,4.479263,-1.046432,-7.142334,5.887634,-1.626831,-8.516129,4.543855,-1.312901
0.5804917,0.5329685,0.5305312,0.312267,5.348511,3.610619,-0.856514,-6.153564,6.949158,-1.519348,-7.758118,5.865972,-1.262394
0.5791453,0.5270078,0.5336047,0.3195615,5.973541,2.631035,-0.6821289,-5.000244,7.83667,-1.395081,-6.792306,7.047359,-1.190442
0.5766684,0.5214029,0.5376802,0.326332,6.437775,1.565147,-0.5237656,-3.713867,8.5271,-1.266907,-5.6452,8.057555,-1.109777
0.5731328,0.5162987,0.5426496,0.3323943,6.729034,0.439827,-0.3807907,-2.330078,9.002563,-1.143799,-4.348788,8.870615,-1.029562
0.5686352,0.5118296,0.548378,0.3375888,6.839905,-0.716629,-0.2518997,-0.8869629,9.251648,-1.031128,-2.938934,9.466637,-0.955558
0.5632945,0.5081154,0.5547084,0.3417847,6.767792,-1.875244,-0.1356201,0.5769043,9.268921,-0.9302368,-1.453433,9.831494,-0.8895508
0.5572478,0.5052581,0.5614666,0.3448833,6.515015,-3.007111,-0.03085327,2.022217,9.054932,-0.8381348,0.06771231,9.957065,-0.8288788
0.5506473,0.5033387,0.5684667,0.346819,6.088531,-4.084206,0.06271362,3.411865,8.61676,-0.7485352,1.585306,9.842022,-0.7673492
0.5436562,0.5024133,0.5755179,0.3475601,5.499847,-5.08004,0.1443634,4.709473,7.966675,-0.6531982,3.059518,9.490686,-0.6965073
0.5364448,0.5025119,0.5824302,0.3471079,4.764404,-5.970337,0.2121735,5.883545,7.122375,-0.5424805,4.454224,8.913477,-0.6061325
0.5291865,0.5036362,0.5890216,0.3454937,3.901184,-6.733543,0.2631378,6.905762,6.105652,-0.4077148,5.735406,8.125715,-0.4866562
0.5220536,0.5057603,0.5951228,0.3427763,2.931885,-7.351189,0.2933426,7.754395,4.941162,-0.2416382,6.874829,7.146519,-0.329641
0.5152138,0.508832,0.6005818,0.3390374,1.880463,-7.808105,0.298172,8.411377,3.655334,-0.03863525,7.847238,5.997766,-0.1280869
0.5088279,0.5127743,0.6052676,0.3343768,0.7724609,-8.092522,0.2729797,8.864014,2.27533,0.2015381,8.632276,4.703086,0.1196442
0.503047,0.517489,0.6090708,0.3289097,-0.3656311,-8.196037,0.2133331,9.104736,0.828125,0.4771729,9.214426,3.286936,0.4131729
0.4980124,0.5228589,0.6119041,0.3227626,-1.506592,-8.11364,0.115593,9.127686,-0.6591797,0.7819214,9.579663,1.774912,0.7472435
0.4938533,0.5287503,0.6137022,0.3160723,-2.622681,-7.843849,-0.02259827,8.928711,-2.158325,1.10553,9.715515,0.1948297,1.112309
0.490687,0.5350145,0.6144212,0.308986,-3.685944,-7.389053,-0.2017059,8.506104,-3.638367,1.432861,9.611887,-1.421651,1.493373
0.4886151,0.541489,0.61404,0.301662,-4.668304,-6.756172,-0.4198608,7.858887,-5.063049,1.745239,9.259378,-3.036198,1.871197
0.4877194,0.547999,0.6125616,0.2942707,-5.542175,-5.957497,-0.6723022,6.990967,-6.389404,2.019531,8.65362,-4.602155,2.221222
0.488054,0.554361,0.6100173,0.2869948,-6.281372,-5.011543,-0.9511108,5.913574,-7.567627,2.230469,7.797986,-6.064164,2.515802
0.4896372,0.5603889,0.6064696,0.2800255,-6.86264,-3.943542,-1.245285,4.650146,-8.544006,2.353394,6.708939,-7.360944,2.726979
0.4924432,0.5659032,0.6020139,0.2735551,-7.267334,-2.78508,-1.54129,3.237549,-9.2677,2.368042,5.417749,-8.432177,2.830429
0.4963984,0.5707427,0.5967768,0.2677667,-7.483307,-1.57251,-1.824341,1.727783,-9.700562,2.264404,3.972775,-9.228808,2.811707
0.5013833,0.5747753,0.5909085,0.2628219,-7.505737,-0.3444366,-2.079956,0.1794434,-9.824585,2.044922,2.431165,-9.721254,2.668909
0.5072418,0.5779051,0.5845739,0.2588527,-7.337311,0.8612595,-2.295547,-1.347412,-9.645569,1.724731,0.8537812,-9.903947,2.413396
0.5137939,0.5800733,0.5779421,0.2559565,-6.987061,2.009911,-2.461647,-2.802002,-9.189209,1.328796,-0.7058837,-9.792182,2.067291
0.5208479,0.5812544,0.5711783,0.2541973,-6.468811,3.071594,-2.572395,-4.145996,-8.493469,0.8859863,-2.205353,-9.414948,1.657705
0.5282104,0.58145,0.5644396,0.2536094,-5.799683,4.021515,-2.625603,-5.353027,-7.599365,0.4256592,-3.613122,-8.80582,1.21334
0.5356916,0.5806816,0.5578753,0.254202,-4.998627,4.839661,-2.622261,-6.408447,-6.545166,-0.0267334,-4.908859,-7.997064,0.759945
0.5431075,0.5789858,0.5516279,0.2559621,-4.08606,5.510048,-2.56601,-7.300537,-5.363098,-0.4500122,-6.074719,-7.016112,0.3197907
0.5502799,0.5764115,0.5458349,0.2588554,-3.083496,6.020035,-2.46254,-8.020508,-4.079895,-0.8277588,-7.095459,-5.885905,-0.08899689
0.5570367,0.5730202,0.5406303,0.2628247,-2.013763,6.359955,-2.319122,-8.557861,-2.71936,-1.147339,-7.953732,-4.627347,-0.4516022
0.5632129,0.5688862,0.5361431,0.2677876,-0.9012146,6.523041,-2.144058,-8.900391,-1.304688,-1.400513,-8.630026,-3.2616,-0.7572952
0.5686535,0.564099,0.5324947,0.2736331,0.2282715,6.505669,-1.946312,-9.035889,0.1389771,-1.58197,-9.10437,-1.812724,-0.9980766
0.5732181,0.5587635,0.529793,0.2802207,1.347534,6.307854,-1.73484,-8.954102,1.58252,-1.691772,-9.358362,-0.3098366,-1.17132
0.5767871,0.5530012,0.528127,0.2873819,2.428528,5.933655,-1.51812,-8.647949,2.993591,-1.733765,-9.376508,1.213495,-1.278329
0.5792664,0.5469471,0.5275599,0.2949237,3.44342,5.391548,-1.303673,-8.119141,4.336853,-1.715576,-9.152166,2.719388,-1.324474
0.5805929,0.5407475,0.5281243,0.3026364,4.365417,4.694412,-1.097519,-7.375977,5.577087,-1.649231,-8.685602,4.168764,-1.319975
0.5807366,0.5345551,0.5298194,0.3103019,5.169891,3.859352,-0.9039612,-6.435791,6.680481,-1.548462,-7.986758,5.522676,-1.277274
0.5797006,0.5285252,0.5326096,0.3177032,5.835327,2.907227,-0.7255325,-5.323486,7.617004,-1.427429,-7.074084,6.744836,-1.209769
0.5775201,0.5228108,0.5364257,0.3246334,6.343994,1.861946,-0.563118,-4.069336,8.362244,-1.299316,-5.972534,7.80366,-1.130381
0.5742593,0.5175592,0.5411674,0.3309026,6.682556,0.7498779,-0.4163513,-2.708496,8.896545,-1.174133,-4.713263,8.671582,-1.049228
0.5700089,0.5129077,0.5467067,0.3363443,6.842285,-0.4010162,-0.2840271,-1.277832,9.207153,-1.058594,-3.330518,9.327458,-0.9733856
0.5648818,0.5089802,0.552892,0.3408197,6.819305,-1.561859,-0.1646729,0.1838379,9.286743,-0.954834,-1.861954,9.755301,-0.9054321
0.5590109,0.5058841,0.5595533,0.3442214,6.614594,-2.703682,-0.05704498,1.637695,9.134583,-0.8610229,-0.3466828,9.945687,-0.8439094
0.5525442,0.5037057,0.5665074,0.3464749,6.233948,-3.798172,0.03942871,3.045166,8.75592,-0.7717896,1.174982,9.895372,-0.7836182
0.5456425,0.5025084,0.5735642,0.3475396,5.687653,-4.818382,0.1243286,4.370361,8.161682,-0.6791992,2.664065,9.607197,-0.7164978
0.5384743,0.5023291,0.5805332,0.3474078,4.990112,-5.739418,0.1960678,5.580322,7.368286,-0.5739136,4.083289,9.090112,-0.6327339
0.5312122,0.5031775,0.5872295,0.3461034,4.159424,-6.538948,0.2518997,6.645508,6.39624,-0.4466553,5.397681,8.357924,-0.5222252
0.5240292,0.5050349,0.5934802,0.3436778,3.216583,-7.19767,0.2881241,7.542725,5.269775,-0.2897949,6.57775,7.429076,-0.3762321
0.5170944,0.5078561,0.5991284,0.3402069,2.184998,-7.699532,0.3003311,8.252686,4.014893,-0.09765625,7.597186,6.324752,-0.1877556
0.5105706,0.5115707,0.6040372,0.335786,1.089783,-8.031837,0.2838135,8.761719,2.658447,0.1321411,8.434784,5.067999,0.04699707
0.5046114,0.516086,0.6080912,0.3305264,-0.04278564,-8.185265,0.2340164,9.060547,1.227417,0.3983765,9.073382,3.682997,0.3281716
0.4993607,0.52129,0.6111972,0.3245515,-1.185699,-8.153893,0.1470261,9.143311,-0.2509766,0.6959229,9.499021,2.195191,0.6518151
0.4949511,0.5270534,0.6132841,0.3179953,-2.311371,-7.935234,0.02011871,9.005371,-1.749268,1.015259,9.698782,0.6313028,1.009223
0.4915032,0.5332314,0.6143019,0.3110018,-3.391876,-7.530579,-0.1477585,8.644043,-3.237244,1.343018,9.661606,-0.97807,1.387345
0.4891234,0.5396653,0.6142232,0.3037262,-4.399139,-6.945511,-0.3554459,8.058105,-4.680542,1.661499,9.377848,-2.596889,1.768133
0.4878993,0.5461836,0.6130441,0.2963355,-5.30542,-6.190742,-0.5990143,7.250244,-6.038147,1.948547,8.84187,-4.180924,2.128252
0.4878936,0.5526047,0.6107877,0.2890091,-6.084045,-5.283005,-0.8714294,6.229004,-7.261902,2.179321,8.054217,-5.677001,2.44075
0.4891353,0.5587426,0.6075075,0.2819363,-6.710693,-4.245674,-1.162483,5.013184,-8.298645,2.32843,7.026392,-7.024943,2.677175
0.4916113,0.5644147,0.6032899,0.2753101,-7.165375,-3.10865,-1.459282,3.637451,-9.096191,2.37439,5.787064,-8.163596,2.812174
0.4952613,0.5694538,0.5982532,0.2693172,-7.43396,-1.907211,-1.747238,2.148682,-9.611511,2.30365,4.37887,-9.039348,2.827821
0.4999778,0.573719,0.5925421,0.2641262,-7.509552,-0.6796112,-2.011604,0.6047363,-9.820801,2.114929,2.857602,-9.616918,2.71841
0.5056137,0.5771038,0.5863185,0.2598782,-7.392853,0.5357971,-2.239159,-0.9335938,-9.723267,1.820435,1.284262,-9.884006,2.492182
0.5119941,0.5795394,0.5797513,0.25668,-7.091248,1.703247,-2.419472,-2.412842,-9.3396,1.442505,-0.2854674,-9.850574,2.168346
0.5189295,0.5809919,0.5730072,0.2546046,-6.617493,2.791405,-2.545708,-3.790039,-8.705261,1.009888,-1.804791,-9.542683,1.7736
0.5262262,0.5814558,0.566246,0.2536941,-5.987854,3.774101,-2.614655,-5.037109,-7.861572,0.5515747,-3.240753,-8.993803,1.335971
0.5336929,0.580948,0.5596191,0.2539641,-5.220947,4.630043,-2.626518,-6.135254,-6.847534,0.09490967,-4.56897,-8.236547,0.8828652
