Attitude,,,,Error,,,DError,,,Torque,,
0.471843,0.4974258,0.6096364,0.3978381,3.69986,-14.22868,-3.679024,9.157227,0.07312012,-0.4451904,8.047269,4.341725,0.6585168
0.4675194,0.5028062,0.6127678,0.3913149,2.563599,-14.08956,-3.651421,9.090088,-1.112976,-0.2208252,8.321009,3.113893,0.874601
0.4639342,0.5086171,0.6150793,0.3843842,1.453491,-13.80483,-3.652924,8.880859,-2.277832,0.01202393,8.444812,1.863618,1.107901
0.4611529,0.5147474,0.6165549,0.3771381,0.3869019,-13.37838,-3.683746,8.532715,-3.411621,0.246582,8.416644,0.6018929,1.351706
0.4592343,0.5210837,0.6171869,0.3696702,-0.6192932,-12.81545,-3.743065,8.049561,-4.503418,0.4745483,8.235349,-0.658782,1.597468
0.4582297,0.52751,0.6169754,0.3620776,-1.548462,-12.12306,-3.828819,7.43335,-5.539124,0.6860352,7.897888,-1.902205,1.834681
0.4581819,0.5339066,0.6159296,0.3544627,-2.384155,-11.31033,-3.937553,6.685547,-6.501831,0.869873,7.400794,-3.108731,2.051139
0.4591224,0.5401506,0.6140683,0.3469352,-3.110474,-10.38908,-4.064339,5.810547,-7.369995,1.014282,6.743689,-4.25327,2.233584
0.4610672,0.5461164,0.6114226,0.3396122,-3.71228,-9.374191,-4.202644,4.814453,-8.119141,1.106445,5.928137,-5.306883,2.367239
0.4640128,0.5516782,0.6080371,0.3326173,-4.176056,-8.283836,-4.344643,3.710205,-8.722839,1.135986,4.963022,-6.237688,2.439379
0.4679323,0.5567136,0.603972,0.3260786,-4.490448,-7.139397,-4.4814,2.515137,-9.155518,1.094055,3.862271,-7.013699,2.438475
0.4727729,0.5611081,0.5993032,0.3201238,-4.647156,-5.964943,-4.603432,1.253662,-9.39563,0.9762573,2.647809,-7.606147,2.357287
0.478455,0.5647593,0.5941217,0.3148766,-4.641418,-4.786423,-4.701447,-0.04589844,-9.428162,0.7841187,1.346527,-7.992235,2.194553
0.4848742,0.5675807,0.5885314,0.3104515,-4.47226,-3.630562,-4.76696,-1.353271,-9.246887,0.5241089,-0.01159358,-8.157719,1.954197
0.491904,0.5695036,0.5826471,0.3069504,-4.142548,-2.523895,-4.792999,-2.637695,-8.853333,0.208313,-1.394931,-8.096164,1.646213
0.4994002,0.5704774,0.5765924,0.3044606,-3.658539,-1.491943,-4.774551,-3.87207,-8.255615,-0.147583,-2.774508,-7.808032,1.284782
0.5072032,0.5704691,0.5704989,0.3030528,-3.029785,-0.5587997,-4.708878,-5.030029,-7.465149,-0.5253906,-4.121094,-7.297509,0.8872727
0.5151402,0.5694626,0.5645061,0.3027802,-2.268799,0.2530975,-4.595612,-6.087891,-6.495178,-0.9061279,-5.407251,-6.571107,0.4725556
0.5230263,0.5674588,0.5587621,0.3036756,-1.391113,0.9229355,-4.436783,-7.021484,-5.358704,-1.27063,-6.60415,-5.635584,0.06040502
0.5306642,0.5644779,0.5534249,0.3057468,-0.4157104,1.431778,-4.236732,-7.803223,-4.07074,-1.600403,-7.67851,-4.500273,-0.329383
0.5378463,0.560563,0.5486603,0.3089699,0.6345215,1.762909,-4.001953,-8.401855,-2.649048,-1.878235,-8.592212,-3.177921,-0.6776489
0.5443591,0.5557851,0.5446388,0.3132806,1.732422,1.90274,-3.740776,-8.783203,-1.118652,-2.089417,-9.30293,-1.689475,-0.9671836
0.5499914,0.550249,0.5415264,0.3185665,2.846344,1.842163,-3.462898,-8.911377,0.4846191,-2.223022,-9.76528,-0.06802982,-1.184153
0.5545476,0.5440952,0.5394738,0.3246622,3.940887,1.578072,-3.178558,-8.756348,2.112732,-2.274719,-9.938614,1.63931,-1.321152
0.5578626,0.5374994,0.5386003,0.3313512,4.978363,1.114769,-2.897667,-8.299805,3.706421,-2.247131,-9.793314,3.37199,-1.377831
0.5598176,0.5306658,0.538981,0.3383749,5.921082,0.4648361,-2.628632,-7.541748,5.199463,-2.152283,-9.318072,5.060012,-1.363693
0.5603509,0.5238162,0.5406363,0.3454501,6.733978,-0.3510056,-2.377663,-6.503174,6.526733,-2.007751,-8.523367,6.632035,-1.294453
0.5594623,0.517177,0.5435279,0.3522888,7.387115,-1.304901,-2.148254,-5.225098,7.631165,-1.835266,-7.441233,8.022635,-1.19079
0.5572102,0.5109654,0.5475613,0.3586193,7.857483,-2.363617,-1.94136,-3.762939,8.469727,-1.655151,-6.120184,9.178812,-1.072743
0.5537044,0.505379,0.5525939,0.3642025,8.130157,-3.490685,-1.755844,-2.181396,9.016541,-1.484131,-4.620444,10.06375,-0.9573776
0.5490945,0.5005873,0.5584456,0.3688444,8.198395,-4.648415,-1.589485,-0.5458984,9.261841,-1.330872,-3.005417,10.65637,-0.854026
0.543559,0.4967263,0.5649107,0.3724011,8.063416,-5.799934,-1.439697,1.079834,9.212158,-1.198303,-1.339191,10.95214,-0.766394
0.5372937,0.4938951,0.5717711,0.3747811,7.733368,-6.910675,-1.304436,2.640381,8.885925,-1.082092,0.3203704,10.95913,-0.6907616
0.5305022,0.4921561,0.578807,0.3759418,7.22229,-7.949516,-1.182693,4.088623,8.31073,-0.973938,1.921936,10.69559,-0.6191299
0.523388,0.4915346,0.5858068,0.3758847,6.548737,-8.889542,-1.074738,5.388428,7.520203,-0.8636475,3.423807,10.18707,-0.5412261
0.5161473,0.4920225,0.5925747,0.374648,5.734619,-9.708397,-0.9822159,6.512939,6.550842,-0.7401733,4.792554,9.463362,-0.4455086
0.5089654,0.4935815,0.5989365,0.3722993,4.803986,-10.38821,-0.9078293,7.445068,5.438538,-0.5950928,6.003873,8.555002,-0.322744
0.5020131,0.4961472,0.6047426,0.3689272,3.781921,-10.91551,-0.8550339,8.176514,4.218384,-0.4223633,7.041937,7.493037,-0.1658531
0.4954455,0.4996347,0.6098691,0.3646351,2.693878,-11.28064,-0.8276596,8.704346,2.921021,-0.2189941,7.896182,6.305212,0.02930374
0.4894016,0.5039426,0.6142169,0.3595352,1.565063,-11.47741,-0.8294983,9.030518,1.574158,0.01470947,8.560999,5.017381,0.263559
0.4840056,0.5089571,0.6177104,0.3537445,0.420166,-11.50262,-0.8638382,9.15918,0.2017212,0.2747192,9.03313,3.652509,0.5338707
0.4793679,0.5145554,0.620294,0.3473825,-0.7168274,-11.35568,-0.9332352,9.095947,-1.175537,0.5551758,9.310995,2.231168,0.8351463
0.4755866,0.520607,0.6219304,0.3405706,-1.822479,-11.03851,-1.039032,8.845215,-2.537415,0.8463745,9.391958,0.7741373,1.158084
0.4727484,0.5269752,0.6225981,0.3334332,-2.87384,-10.5556,-1.181145,8.410889,-3.863281,1.136902,9.273041,-0.6966026,1.491245
0.4709279,0.5335171,0.622291,0.3260987,-3.848389,-9.914352,-1.357689,7.796387,-5.129944,1.412354,8.950903,-2.155638,1.81966
0.4701854,0.5400838,0.6210185,0.3187023,-4.724243,-9.125694,-1.564644,7.006836,-6.309265,1.65564,8.424109,-3.571557,2.125033
0.470563,0.546522,0.6188073,0.3113867,-5.480499,-8.204582,-1.795784,6.050049,-7.368896,1.849121,7.694199,-4.907522,2.387856
0.4720789,0.552676,0.615704,0.3043017,-6.097992,-7.170616,-2.042526,4.939941,-8.271729,1.973938,6.769339,-6.120543,2.586696
0.4747215,0.5583935,0.6117761,0.2976011,-6.560394,-6.047966,-2.294327,3.699219,-8.981201,2.014404,5.667337,-7.166811,2.702702
0.4784454,0.5635316,0.6071131,0.2914376,-6.855438,-4.864883,-2.539307,2.360352,-9.464661,1.959839,4.416983,-8.005196,2.721631
0.4831701,0.5679646,0.6018243,0.2859555,-6.975739,-3.652367,-2.765175,0.9624023,-9.700134,1.806946,3.055124,-8.604424,2.636498
0.4887826,0.5715898,0.5960338,0.2812837,-6.919342,-2.442375,-2.960457,-0.4511719,-9.679932,1.562256,1.624631,-8.947219,2.450393
0.4951443,0.574331,0.5898753,0.2775304,-6.689514,-1.266052,-3.115349,-1.838623,-9.410583,1.239136,0.1682312,-9.030767,2.17374
0.5020984,0.5761386,0.5834869,0.274781,-6.294006,-0.1521912,-3.222633,-3.164063,-8.910889,0.8582764,-1.275861,-8.865232,1.825066
0.5094777,0.5769864,0.5770064,0.2730985,-5.74408,0.8735123,-3.277855,-4.399414,-8.205627,0.4417725,-2.67619,-8.467681,1.425129
0.5171095,0.5768681,0.5705711,0.2725246,-5.05368,1.788681,-3.279396,-5.523193,-7.32135,0.0123291,-4.007089,-7.857955,0.9961479
0.5248182,0.5757933,0.5643175,0.2730818,-4.238739,2.574013,-3.228294,-6.519531,-6.282654,-0.4088135,-5.24791,-7.054858,0.5596749
0.5324268,0.5737858,0.5583829,0.2747729,-3.317169,3.212822,-3.127846,-7.372559,-5.110474,-0.8035889,-6.377408,-6.07432,0.1347649
0.5397556,0.5708833,0.5529069,0.2775792,-2.308807,3.690857,-2.983345,-8.066895,-3.82428,-1.156006,-7.374252,-4.931537,-0.2610023
0.5466239,0.5671389,0.5480312,0.2814563,-1.235931,3.996246,-2.801743,-8.583008,-2.443115,-1.45282,-8.212229,-3.641989,-0.612297
0.5528518,0.5626246,0.5438972,0.2863292,-0.1234436,4.119888,-2.59124,-8.899902,-0.9891357,-1.684021,-8.862869,-2.225102,-0.906649
0.5582651,0.5574344,0.5406406,0.2920869,1.001038,4.056198,-2.360901,-8.99585,0.5095215,-1.842712,-9.296161,-0.707338,-1.134442
0.5627038,0.551686,0.5383837,0.2985801,2.107361,3.803986,-2.120003,-8.850586,2.0177,-1.927185,-9.482794,0.8765044,-1.291184
0.5660305,0.545521,0.537226,0.3056217,3.163971,3.36734,-1.877434,-8.452881,3.493164,-1.940552,-9.402072,2.482962,-1.377322
0.5681407,0.5391017,0.5372344,0.3129932,4.139038,2.75621,-1.640938,-7.800537,4.889038,-1.891968,-9.042249,4.062175,-1.399686
0.5689697,0.5326058,0.5384362,0.3204544,5.002197,1.986542,-1.41658,-6.905273,6.157349,-1.794861,-8.405932,5.561386,-1.369887
0.568497,0.5262187,0.5408148,0.3277566,5.726257,1.079857,-1.208405,-5.79248,7.253479,-1.665405,-7.510358,6.929522,-1.302884
0.5667468,0.5201261,0.5443088,0.3346564,6.288361,0.06242371,-1.018356,-4.496826,8.139465,-1.520386,-6.383334,8.120738,-1.214879
0.5637846,0.5145065,0.5488151,0.3409284,6.671326,-1.035858,-0.8466873,-3.063721,8.786255,-1.373352,-5.065119,9.097013,-1.119346
0.5597133,0.5095239,0.5541939,0.3463751,6.864014,-2.182785,-0.6923141,-1.541504,9.175415,-1.234985,-3.600708,9.830251,-1.027291
0.5546662,0.5053231,0.5602756,0.3508351,6.861725,-3.345093,-0.5536346,0.01831055,9.298462,-1.109436,-2.040207,10.30199,-0.9433457
0.548801,0.5020241,0.5668694,0.3541871,6.666077,-4.489761,-0.4291077,1.565186,9.157349,-0.9962158,-0.4346375,10.50428,-0.8674835
0.5422926,0.4997184,0.5737712,0.3563524,6.284515,-5.585182,-0.3178558,3.05249,8.763367,-0.8900146,1.167136,10.43892,-0.7946579
0.5353269,0.4984666,0.5807729,0.3572941,5.729919,-6.602097,-0.2199936,4.436768,8.135315,-0.7828979,2.717792,10.11594,-0.7168999
0.5280944,0.4982972,0.5876709,0.3570142,5.019531,-7.514397,-0.1369019,5.683105,7.298401,-0.6647339,4.177246,9.55272,-0.6236633
0.5207844,0.4992062,0.5942734,0.35555,4.174255,-8.299637,-0.07113647,6.762207,6.281921,-0.526123,5.509931,8.771812,-0.5047821
0.5135804,0.5011598,0.6004066,0.3529675,3.21759,-8.939301,-0.02623749,7.65332,5.11731,-0.3591919,6.688043,7.7991,-0.3513207
0.5066558,0.5040966,0.6059185,0.3493559,2.174774,-9.418877,-0.006347656,8.342529,3.836609,-0.1591187,7.690097,6.662272,-0.1572144
0.5001719,0.5079315,0.6106817,0.3448212,1.07196,-9.727638,-0.01581573,8.82251,2.470093,0.07574463,8.500921,5.388384,0.08048935
0.4942766,0.5125607,0.6145932,0.3394811,-0.0642395,-9.858406,-0.05875397,9.0896,1.046143,0.3435059,9.108871,4.003664,0.3611321
0.4891041,0.5178642,0.6175737,0.3334617,-1.207306,-9.807381,-0.1386032,9.144531,-0.4082031,0.6387939,9.506723,2.534011,0.6803749
0.484775,0.5237094,0.6195657,0.3268947,-2.330872,-9.573906,-0.2576141,8.988525,-1.867798,0.9520874,9.687787,1.004374,1.029372
0.4813971,0.5299527,0.6205318,0.3199178,-3.408783,-9.160652,-0.4164886,8.623291,-3.30603,1.270996,9.645926,-0.5578346,1.395943
0.4790639,0.5364406,0.6204543,0.3126751,-4.415161,-8.573914,-0.6139069,8.051025,-4.693909,1.579346,9.375574,-2.121735,1.763518
0.4778522,0.543011,0.6193355,0.3053192,-5.324738,-7.824287,-0.846138,7.276611,-5.997009,1.857849,8.874033,-3.649723,2.111691
0.4778173,0.5494944,0.6172,0.2980115,-6.113251,-6.927376,-1.106682,6.308105,-7.175293,2.084351,8.14208,-5.09708,2.416355
0.4789858,0.5557182,0.6140965,0.2909217,-6.758545,-5.90432,-1.386307,5.162354,-8.184448,2.237,7.189917,-6.413152,2.652892
0.4813493,0.5615131,0.610101,0.2842233,-7.241913,-4.781937,-1.673294,3.866943,-8.979065,2.295898,6.039517,-7.544484,2.797887
0.4848586,0.5667213,0.6053158,0.2780864,-7.549561,-3.591805,-1.954277,2.461182,-9.521057,2.247864,4.72605,-8.443516,2.834147
0.4894233,0.5712065,0.5998664,0.2726688,-7.673676,-2.368599,-2.215477,0.9929199,-9.785645,2.0896,3.295023,-9.075065,2.754243
0.4949164,0.574861,0.5938949,0.2681071,-7.613037,-1.147743,-2.444122,-0.4851074,-9.766846,1.829163,1.798804,-9.422523,2.562399
0.5011832,0.5776095,0.5875515,0.2645107,-7.372498,0.03692627,-2.62957,-1.924316,-9.477356,1.483582,0.2874329,-9.488434,2.272453
0.5080518,0.5794079,0.5809875,0.2619608,-6.961853,1.154945,-2.76429,-3.285156,-8.944153,1.077759,-1.1966,-9.290636,1.907046
0.5153427,0.580239,0.5743505,0.2605114,-6.394623,2.180023,-2.843964,-4.537842,-8.200623,0.6373901,-2.619455,-8.85463,1.490579
0.5228756,0.5801066,0.5677826,0.2601929,-5.686768,3.090134,-2.867455,-5.662842,-7.280884,0.1879272,-3.956811,-8.207924,1.048164
0.5304718,0.5790306,0.5614216,0.2610152,-4.855896,3.866959,-2.836349,-6.646973,-6.2146,-0.2488403,-5.190204,-7.374687,0.6020645
0.5379553,0.5770441,0.5554022,0.2629687,-3.921051,4.495399,-2.754547,-7.47876,-5.027527,-0.6544189,-6.302444,-6.376147,0.1719452
0.5451524,0.574192,0.5498582,0.2660235,-2.90271,4.962975,-2.627838,-8.146729,-3.740601,-1.013672,-7.275916,-5.229493,-0.2253204
0.5518914,0.5705321,0.5449228,0.2701263,-1.82309,5.259735,-2.463425,-8.636963,-2.374084,-1.315308,-8.090036,-3.952005,-0.5762802
0.558005,0.5661377,0.5407268,0.2751963,-0.7063904,5.378418,-2.269608,-8.933594,-0.9494629,-1.550537,-8.721677,-2.562988,-0.8696548
0.5633338,0.5610996,0.5373943,0.2811222,0.4210815,5.31498,-2.055252,-9.019775,0.5075073,-1.714844,-9.1461,-1.086987,-1.098268
0.567732,0.5555277,0.5350364,0.2877592,1.531219,5.069214,-1.829338,-8.881104,1.966125,-1.807312,-9.340469,0.4453613,-1.258511
0.5710753,0.5495514,0.5337434,0.2949308,2.594879,4.645424,-1.600372,-8.509277,3.39032,-1.831726,-9.287741,1.996693,-1.351614
0.5732674,0.5433167,0.5335779,0.3024339,3.582703,4.052879,-1.375763,-7.902588,4.740356,-1.796875,-8.977399,3.524493,-1.384146
0.5742461,0.5369828,0.5345675,0.310046,4.466705,3.305893,-1.161392,-7.072021,5.975891,-1.714966,-8.412033,4.984123,-1.366548
0.5739867,0.5307167,0.5367026,0.3175366,5.221252,2.423592,-0.9613266,-6.036377,7.058411,-1.600525,-7.602753,6.331333,-1.312127
0.5725022,0.5246872,0.5399342,0.3246778,5.824432,1.429306,-0.7777557,-4.825439,7.954285,-1.468567,-6.572769,7.525493,-1.23524
0.5698423,0.5190592,0.5441763,0.3312545,6.25885,0.3497696,-0.6112366,-3.475342,8.636292,-1.332153,-5.352997,8.531361,-1.148782
0.5660892,0.5139889,0.5493086,0.3370738,6.512146,-0.7858276,-0.4611053,-2.026367,9.084778,-1.20105,-3.980011,9.320526,-1.062718
0.5613542,0.5096182,0.5551815,0.3419713,6.577545,-1.946785,-0.3260269,-0.5231934,9.287659,-1.080627,-2.496457,9.871695,-0.9828194
0.5557732,0.5060709,0.5616222,0.3458165,6.453796,-3.101952,-0.2046204,0.9899902,9.241333,-0.9712524,-0.9461488,10.17192,-0.9098663
0.5495014,0.5034479,0.5684412,0.3485157,6.145233,-4.220642,-0.09591675,2.468506,8.949524,-0.8696289,0.6249359,10.21572,-0.8408539
0.5427086,0.5018241,0.5754395,0.3500134,5.661255,-5.273651,0.0001296997,3.871826,8.424072,-0.7683716,2.17345,10.00617,-0.7684105
0.5355739,0.5012456,0.5824168,0.3502916,5.016113,-6.233978,0.08241272,5.161133,7.682617,-0.6582642,3.656299,9.552811,-0.682988
0.5282806,0.5017279,0.5891784,0.3493673,4.227936,-7.07756,0.1486893,6.30542,6.748657,-0.5302124,5.037039,8.871925,-0.5748192
0.5210112,0.5032567,0.5955422,0.3472889,3.318268,-7.783699,0.1955795,7.277344,5.649109,-0.3751221,6.281863,7.984219,-0.4337959
0.513943,0.5057884,0.6013439,0.3441313,2.311005,-8.335365,0.2189407,8.058105,4.41333,-0.1868896,7.364804,6.913939,-0.2525719
0.5072449,0.5092535,0.6064407,0.3399902,1.23175,-8.719208,0.2142029,8.634033,3.07074,0.03790283,8.264508,5.686502,-0.02635804
0.5010747,0.5135595,0.6107137,0.3349772,0.1070862,-8.925545,0.1769104,8.997314,1.650696,0.2983398,8.965189,4.32836,0.2452667
0.4955785,0.5185946,0.6140672,0.329216,-1.035767,-8.948189,0.1030807,9.142822,0.1811523,0.5906372,9.453552,2.865609,0.559713
0.4908893,0.524231,0.6164288,0.3228391,-2.169495,-8.784393,-0.01026917,9.069824,-1.310364,0.9067993,9.720673,1.324954,0.90988
0.4871277,0.5303267,0.617748,0.3159869,-3.266632,-8.434952,-0.164566,8.7771,-2.795532,1.234375,9.75709,-0.2650466,1.283745
0.4843997,0.5367273,0.6179952,0.3088086,-4.299774,-7.904579,-0.3592606,8.265137,-4.242981,1.557556,9.555069,-1.871607,1.665334
0.4827947,0.5432671,0.6171632,0.3014627,-5.241882,-7.202522,-0.5912857,7.536865,-5.616455,1.856201,9.10943,-3.455698,2.033587
0.4823801,0.549771,0.6152688,0.2941185,-6.066772,-6.343407,-0.8547058,6.599121,-6.872925,2.107361,8.419153,-4.969903,2.363773
0.483194,0.5560585,0.6123558,0.2869547,-6.750214,-5.347923,-1.140533,5.467529,-7.963867,2.286621,7.492594,-6.35949,2.628781
0.4852377,0.56195,0.6084977,0.2801557,-7.271362,-4.243011,-1.436951,4.169189,-8.839294,2.371338,6.350598,-7.566391,2.802423
0.4884688,0.5672773,0.6037979,0.2739033,-7.614441,-3.061096,-1.730202,2.744629,-9.455322,2.346008,5.028961,-8.536993,2.865069
0.4927998,0.5718929,0.5983863,0.2683668,-7.770203,-1.838364,-2.005753,1.246094,-9.78186,2.204407,3.577155,-9.230351,2.806133
0.4981026,0.5756801,0.5924124,0.2636927,-7.736389,-0.6121292,-2.249916,-0.2705078,-9.809875,1.953308,2.050409,-9.626237,2.628283
0.5042179,0.5785573,0.5860349,0.2599979,-7.517578,0.5818253,-2.451263,-1.750488,-9.551636,1.610779,0.5047853,-9.726183,2.346158
0.5109677,0.5804768,0.579414,0.2573675,-7.123901,1.711281,-2.601524,-3.149414,-9.035645,1.202087,-1.012244,-9.549028,1.982545
0.5181659,0.5814211,0.572705,0.2558565,-6.569458,2.748688,-2.695946,-4.435547,-8.299255,0.7553711,-2.464709,-9.123861,1.564155
0.5256261,0.5813956,0.5660558,0.2554938,-5.871063,3.671227,-2.733154,-5.587158,-7.38031,0.2976685,-3.825839,-8.481678,1.117615
0.5331657,0.5804232,0.5596076,0.2562864,-5.047119,4.460358,-2.714676,-6.591553,-6.313049,-0.1478271,-5.077417,-7.651156,0.6665757
0.5406066,0.5785397,0.5534967,0.2582208,-4.117279,5.101036,-2.644493,-7.438721,-5.125427,-0.5614624,-6.203537,-6.655738,0.2318856
0.5477749,0.5757927,0.5478566,0.2612636,-3.102478,5.581139,-2.528427,-8.118408,-3.84082,-0.9285278,-7.187665,-5.515162,-0.1699997
0.5545012,0.5722421,0.5428188,0.2653586,-2.025055,5.891228,-2.373787,-8.619385,-2.480713,-1.237122,-8.011868,-4.248081,-0.5249855
0.5606216,0.5679612,0.5385112,0.270424,-0.9090271,6.024559,-2.18885,-8.928223,-1.06665,-1.479492,-8.655515,-2.874018,-0.8228371
0.5659811,0.5630395,0.5350544,0.2763488,0.2197571,5.977509,-1.982506,-9.030273,0.3764038,-1.650757,-9.096201,-1.416849,-1.056005
0.5704387,0.5575835,0.5325565,0.2829912,1.333923,5.750107,-1.763649,-8.91333,1.819214,-1.750854,-9.313507,0.09418178,-1.22176
0.5738736,0.5517169,0.5311056,0.29018,2.405243,5.346573,-1.540703,-8.570557,3.228271,-1.783569,-9.29213,1.6243,-1.321358
0.5761921,0.5455788,0.5307637,0.2977187,3.405426,4.775696,-1.321037,-8.001465,4.567017,-1.757324,-9.023092,3.134308,-1.361013
0.5773315,0.5393202,0.531561,0.305393,4.30722,4.050957,-1.110588,-7.214355,5.797913,-1.683594,-8.506521,4.582625,-1.350417
0.5772644,0.5330997,0.5334921,0.3129805,5.085785,3.190277,-0.9135056,-6.228516,6.885437,-1.57666,-7.754251,5.928354,-1.302608
0.5759979,0.5270779,0.5365157,0.3202599,5.719452,2.215508,-0.7321548,-5.069336,7.798157,-1.450806,-6.785172,7.133504,-1.231159
0.5735731,0.521413,0.540555,0.3270211,6.190582,1.151779,-0.5672684,-3.769043,8.509827,-1.319092,-5.626218,8.164293,-1.148911
0.5700619,0.5162567,0.5455007,0.3330728,6.486298,0.02669525,-0.4183731,-2.365723,9.000671,-1.191162,-4.311612,8.992662,-1.06565
0.5655642,0.5117489,0.5512149,0.3382492,6.598694,-1.130531,-0.2842255,-0.8991699,9.257813,-1.073181,-2.878778,9.596972,-0.9879135
0.5602031,0.508014,0.557536,0.3424149,6.525024,-2.289894,-0.1634445,0.5893555,9.274902,-0.9662476,-1.368152,9.96187,-0.9172142
0.5541221,0.5051572,0.5642841,0.3454683,6.267761,-3.421524,-0.05495453,2.058105,9.05304,-0.8679199,0.1777771,10.0795,-0.8514336
0.5474803,0.5032606,0.5712678,0.3473432,5.834351,-4.496521,0.04151154,3.467285,8.599976,-0.7717285,1.71698,9.948932,-0.784182
0.5404479,0.5023795,0.5782909,0.3480095,5.23703,-5.487717,0.1251831,4.778564,7.929565,-0.6693726,3.207455,9.57588,-0.7069275
0.5332018,0.5025415,0.5851595,0.3474713,4.492096,-6.370399,0.1940384,5.959473,7.061462,-0.5508423,4.611844,8.972582,-0.6090538
0.5259211,0.5037444,0.5916887,0.3457645,3.619385,-7.122856,0.2450027,6.981689,6.019653,-0.4077148,5.895874,8.15651,-0.4812157
0.5187825,0.5059572,0.5977084,0.3429528,2.641571,-7.726692,0.2740707,7.82251,4.830688,-0.2325439,7.030038,7.148696,-0.3147652
0.5119567,0.5091222,0.6030677,0.3391228,1.583374,-8.167068,0.2767029,8.465576,3.52301,-0.02105713,7.990564,5.973131,-0.104068
0.5056056,0.5131568,0.6076376,0.3343794,0.4709167,-8.432693,0.2482224,8.899658,2.125,0.2278442,8.758383,4.654808,0.1533775
0.4998806,0.5179576,0.6113124,0.3288412,-0.6688232,-8.515785,0.1843643,9.11792,0.6647339,0.5108643,9.318567,3.21947,0.455555
0.4949212,0.5234032,0.6140089,0.3226381,-1.80835,-8.412018,0.08164215,9.116211,-0.8301392,0.8217773,9.658716,1.693466,0.7972847
0.490855,0.5293559,0.6156665,0.3159089,-2.919861,-8.120667,-0.06198883,8.89209,-2.330811,1.149048,9.768048,0.1053896,1.167645
0.4877962,0.5356646,0.6162465,0.308802,-3.975403,-7.644882,-0.2466888,8.444336,-3.806274,1.4776,9.636957,-1.51281,1.551607
0.4858426,0.5421649,0.6157323,0.3014764,-4.947235,-6.992386,-0.4702148,7.774658,-5.219971,1.788208,9.258829,-3.122255,1.929272
0.4850715,0.5486816,0.6141319,0.2941024,-5.808105,-6.176231,-0.727417,6.886963,-6.529236,2.057617,8.629395,-4.676366,2.275842
0.4855323,0.5550317,0.611481,0.2868611,-6.532501,-5.215652,-1.010048,5.795166,-7.684631,2.261047,7.754916,-6.119936,2.564062
0.4872377,0.5610309,0.6078459,0.2799412,-7.097839,-4.136459,-1.306778,4.522705,-8.633545,2.37384,6.652057,-7.392607,2.765874
0.490157,0.5665034,0.6033247,0.2735313,-7.486481,-2.970459,-1.603996,3.109131,-9.328003,2.377747,5.355075,-8.436865,2.858945
0.4942123,0.5712925,0.5980446,0.2678094,-7.687134,-1.753952,-1.886963,1.605225,-9.732056,2.263733,3.911365,-9.20587,2.829822
0.4992818,0.5752708,0.5921553,0.262932,-7.695831,-0.5250854,-2.141373,0.06958008,-9.830933,2.035278,2.37833,-9.673407,2.67769
0.505209,0.5783471,0.5858194,0.2590257,-7.515778,0.6789627,-2.35495,-1.44043,-9.632385,1.708618,0.8143036,-9.836074,2.415103
0.5118148,0.5804663,0.5792016,0.2561837,-7.156372,1.824402,-2.518593,-2.875244,-9.163513,1.309143,-0.7283325,-9.710834,2.064721
0.5189105,0.5816051,0.5724632,0.2544669,-6.631439,2.882095,-2.626686,-4.199463,-8.461548,0.8647461,-2.210031,-9.326177,1.652752
0.5263057,0.5817661,0.5657571,0.2539081,-5.957794,3.827988,-2.677254,-5.38916,-7.567139,0.404541,-3.601822,-8.715535,1.207717
0.5338141,0.5809709,0.5592287,0.2545165,-5.154144,4.642578,-2.671379,-6.429199,-6.516724,-0.04699707,-4.882956,-7.909497,0.7544167
0.5412546,0.5792551,0.553017,0.2562797,-4.240387,5.310204,-2.612694,-7.310059,-5.341003,-0.4694824,-6.037942,-6.934064,0.3143257
0.5484515,0.5766662,0.5472572,0.2591653,-3.237671,5.81839,-2.506866,-8.021729,-4.065491,-0.8466187,-7.050427,-5.811007,-0.09455866
0.5552344,0.5732638,0.5420814,0.2631184,-2.168335,6.157486,-2.361076,-8.554688,-2.712769,-1.166321,-7.904187,-4.560014,-0.4579979
0.5614388,0.5691203,0.5376178,0.2680592,-1.056366,6.320572,-2.183571,-8.895752,-1.304688,-1.420044,-8.578842,-3.200859,-0.7649727
0.5669097,0.5643233,0.5339875,0.2738796,0.07266235,6.303818,-1.983177,-9.032227,0.1340332,-1.603149,-9.054026,-1.757112,-1.008196
0.5715057,0.5589767,0.5312991,0.2804417,1.191711,6.106918,-1.76886,-8.952393,1.575195,-1.714539,-9.309906,-0.2568803,-1.183881
0.5751051,0.5532007,0.5296429,0.2875789,2.272858,5.733627,-1.549095,-8.64917,2.986328,-1.758118,-9.331027,1.26624,-1.293389
0.5776115,0.5471303,0.529084,0.2950992,3.288055,5.192108,-1.331436,-8.121582,4.332153,-1.741272,-9.107999,2.774521,-1.341841
0.5789594,0.5409126,0.5296566,0.3027929,4.210358,4.495041,-1.121986,-7.378418,5.576538,-1.675598,-8.641525,4.228026,-1.339002
0.5791164,0.5347016,0.5313614,0.3104409,5.014771,3.659454,-0.9251175,-6.435303,6.684692,-1.574951,-7.939734,5.586856,-1.297416
0.5780841,0.5286548,0.5341635,0.3178245,5.679443,2.706215,-0.7434921,-5.317383,7.625916,-1.453003,-7.021216,6.814051,-1.229955
